CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal (RM),Total_Trans_Amt (RM),Total_Trans_Ct
714266883,Attrited Customer,54,F,4,Post-Graduate,Unknown,Less than RM40K,Blue,44,2440,503,2334,51
792795933,Existing Customer,39,F,1,Graduate,Single,Less than RM40K,Blue,30,2669,2397,3847,65
717219933,Attrited Customer,47,F,3,Unknown,Single,Less than RM40K,Blue,35,2402,628,1930,48
719986758,Attrited Customer,46,F,2,Unknown,Single,RM40K - RM60K,Blue,33,3001,0,2577,39
712326708,Existing Customer,42,F,2,Unknown,Married,Less than RM40K,Blue,31,2552,2220,4437,61
721505358,Existing Customer,41,F,3,Unknown,Married,Less than RM40K,Blue,34,2679,2214,4682,81
804337233,Existing Customer,45,F,4,High School,Single,Less than RM40K,Blue,35,1502,0,4890,61
785351133,Existing Customer,61,F,1,Graduate,Unknown,RM40K - RM60K,Blue,55,1438.3,0,4518,81
714034158,Existing Customer,46,F,4,Unknown,Married,Less than RM40K,Blue,38,3331,1307,3946,69
720349983,Existing Customer,32,F,1,Unknown,Divorced,Less than RM40K,Blue,19,1438.3,0,4593,79
720155583,Existing Customer,55,F,2,Unknown,Single,Less than RM40K,Blue,39,2426,1589,5175,82
806140383,Attrited Customer,59,M,2,High School,Single,RM80K - RM120K,Blue,54,2791,2396,2658,43
799031958,Existing Customer,49,M,2,Unknown,Unknown,RM80K - RM120K,Blue,43,18379,999,4122,70
719556558,Existing Customer,46,M,2,Doctorate,Married,RM120K +,Blue,34,3499,1759,3972,67
771455508,Existing Customer,60,F,0,College,Single,Less than RM40K,Blue,48,1438.3,0,4104,83
712214283,Existing Customer,40,M,2,Graduate,Married,RM120K +,Blue,28,18295,0,4827,70
712667058,Existing Customer,39,F,1,Graduate,Single,Less than RM40K,Blue,29,1568,995,4531,76
715393908,Existing Customer,57,F,2,Post-Graduate,Married,Less than RM40K,Blue,36,2712,1445,4520,79
751518633,Attrited Customer,48,M,5,Post-Graduate,Single,RM120K +,Silver,41,34516,2517,2260,50
769100508,Existing Customer,55,F,5,High School,Single,Less than RM40K,Blue,49,2177,1472,5228,77
720582558,Existing Customer,44,F,2,Uneducated,Married,Less than RM40K,Blue,34,2296,0,5108,87
710773533,Existing Customer,43,F,3,Post-Graduate,Married,Less than RM40K,Blue,35,2435,1595,5268,88
712395408,Attrited Customer,51,F,3,Graduate,Divorced,Less than RM40K,Blue,41,1495,691,2552,42
818459733,Attrited Customer,41,M,3,Doctorate,Single,RM120K +,Blue,26,9220,0,2276,32
708867408,Attrited Customer,52,M,2,High School,Married,RM60K - RM80K,Blue,40,23128,1958,2050,35
772457583,Existing Customer,47,F,2,Doctorate,Single,Less than RM40K,Blue,37,4254,1204,5385,93
810271083,Attrited Customer,47,F,3,Unknown,Single,RM40K - RM60K,Blue,42,14897,0,2164,53
712649058,Existing Customer,54,F,2,Uneducated,Single,Less than RM40K,Blue,36,3554,0,4121,82
788737083,Existing Customer,34,F,2,High School,Married,Less than RM40K,Blue,13,1798,833,4551,84
714012258,Existing Customer,44,F,2,College,Single,Less than RM40K,Blue,34,2429,1687,4122,74
757662258,Existing Customer,46,F,4,Graduate,Divorced,RM40K - RM60K,Blue,39,2477,1480,5138,77
714388158,Existing Customer,36,F,2,Uneducated,Divorced,Unknown,Blue,36,14304,699,4746,73
720067083,Existing Customer,30,F,0,High School,Single,Less than RM40K,Blue,36,1536,801,3904,74
814529508,Existing Customer,39,F,3,High School,Unknown,Unknown,Blue,34,15370,686,4106,71
794068308,Existing Customer,45,M,4,Unknown,Unknown,RM40K - RM60K,Gold,39,23981,1684,4141,73
824812983,Existing Customer,42,M,3,Unknown,Single,RM60K - RM80K,Blue,38,6318,1397,4166,86
713396358,Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,13,3558,816,4878,71
719420883,Attrited Customer,56,F,4,Graduate,Unknown,Less than RM40K,Blue,44,1677,0,2477,45
785500533,Existing Customer,53,F,4,Unknown,Married,Less than RM40K,Blue,47,2734,2085,4064,66
712138008,Existing Customer,52,F,2,Graduate,Married,RM40K - RM60K,Blue,36,2396,1663,4569,70
709279608,Existing Customer,45,M,4,High School,Married,RM80K - RM120K,Blue,35,9852,2277,3813,71
788771733,Existing Customer,49,M,4,High School,Single,RM60K - RM80K,Blue,30,1579,900,4354,70
753365883,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,37,1900,0,2298,45
770717883,Existing Customer,42,F,2,College,Married,RM40K - RM60K,Blue,28,1820,0,4592,67
716919633,Existing Customer,58,F,1,Uneducated,Unknown,RM40K - RM60K,Blue,39,2406,0,4450,73
717915783,Attrited Customer,60,M,0,Unknown,Married,RM60K - RM80K,Blue,47,4541,1037,2829,44
720099708,Existing Customer,51,F,4,Unknown,Single,Less than RM40K,Blue,43,3124,2517,4716,68
711004533,Existing Customer,44,F,2,Graduate,Single,Less than RM40K,Blue,26,2240,1664,4399,80
709482633,Existing Customer,43,F,4,Uneducated,Married,RM40K - RM60K,Blue,31,1773,882,5400,84
717381183,Existing Customer,27,F,0,Graduate,Married,Less than RM40K,Blue,36,1674,752,4513,57
719716983,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,39,3257,0,4042,85
711117108,Existing Customer,48,F,3,High School,Married,Unknown,Silver,36,32611,1718,3916,61
780567408,Existing Customer,47,F,3,Graduate,Divorced,Less than RM40K,Blue,38,3027,1671,3912,77
778810083,Existing Customer,45,F,3,Graduate,Single,Less than RM40K,Blue,35,4210,0,4175,58
778696608,Existing Customer,46,M,3,Graduate,Divorced,RM40K - RM60K,Blue,27,10931,2297,4802,73
771469758,Existing Customer,55,M,3,Graduate,Single,RM120K +,Blue,43,34516,0,4131,66
714172158,Existing Customer,51,F,0,Doctorate,Single,RM40K - RM60K,Blue,36,2637,1009,4525,83
713713983,Existing Customer,42,F,4,Graduate,Single,Less than RM40K,Blue,33,2899,1952,4906,94
787454133,Existing Customer,40,M,2,Unknown,Divorced,RM120K +,Blue,26,1438.3,0,4776,82
709597983,Existing Customer,65,M,0,Doctorate,Divorced,Less than RM40K,Blue,56,1573,653,3349,77
708298233,Attrited Customer,49,F,3,Graduate,Married,Less than RM40K,Blue,37,6184,0,1756,49
779885358,Existing Customer,51,M,0,College,Married,RM120K +,Silver,35,34516,2332,4587,82
709938708,Existing Customer,56,F,3,Uneducated,Married,Unknown,Blue,47,1822,1118,4576,78
719620983,Existing Customer,41,F,2,Unknown,Single,Less than RM40K,Blue,29,2701,1839,4406,80
712329933,Attrited Customer,47,F,1,High School,Unknown,Less than RM40K,Blue,41,3654,0,1998,44
798280683,Existing Customer,37,M,3,Post-Graduate,Single,RM80K - RM120K,Blue,31,2626,1736,4714,93
715265208,Existing Customer,48,F,1,High School,Single,Less than RM40K,Blue,36,1438.3,812,3868,80
826069983,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,42,13376,1633,4515,63
708890958,Existing Customer,55,M,3,Graduate,Single,RM120K +,Blue,42,31636,2517,4231,68
708818508,Existing Customer,36,M,1,Unknown,Married,Less than RM40K,Blue,26,3453,2517,4386,68
795784008,Attrited Customer,44,F,3,Graduate,Married,Less than RM40K,Blue,38,3889,2517,1718,37
714965958,Existing Customer,47,F,4,Post-Graduate,Unknown,RM40K - RM60K,Blue,36,2216,1800,4711,83
716328558,Existing Customer,46,M,2,Uneducated,Married,RM80K - RM120K,Blue,38,11434,0,4520,83
780747033,Existing Customer,43,F,5,Graduate,Married,Unknown,Blue,34,3146,808,4149,66
713923233,Existing Customer,46,M,3,High School,Married,RM80K - RM120K,Blue,36,2790,2185,3392,86
710962308,Existing Customer,57,F,4,High School,Single,Unknown,Blue,36,4396,834,4826,88
713254983,Existing Customer,62,M,0,Uneducated,Single,RM60K - RM80K,Blue,50,14314,656,4355,70
720275358,Attrited Customer,47,M,2,Graduate,Married,RM40K - RM60K,Blue,30,1889,0,2479,46
715964058,Existing Customer,39,F,1,High School,Single,Less than RM40K,Blue,31,1862,726,5105,79
721461258,Existing Customer,53,M,0,High School,Married,RM40K - RM60K,Blue,39,2875,1671,4399,88
710727333,Attrited Customer,49,F,3,High School,Married,Less than RM40K,Blue,36,1763,0,2813,43
717325158,Existing Customer,46,F,5,Graduate,Married,RM40K - RM60K,Blue,33,1438.3,883,4474,63
825856083,Existing Customer,39,M,1,Post-Graduate,Single,RM40K - RM60K,Blue,35,2623,2121,4078,70
807136758,Attrited Customer,58,F,2,High School,Married,Less than RM40K,Blue,53,1944,0,2412,40
715400733,Attrited Customer,43,F,3,Uneducated,Married,RM40K - RM60K,Blue,36,1438.3,0,2116,38
713927283,Existing Customer,39,F,1,Graduate,Single,Unknown,Blue,34,2884,2517,4809,87
711594858,Existing Customer,44,F,1,Unknown,Single,Less than RM40K,Blue,36,2936,1297,4509,70
711389358,Attrited Customer,42,M,3,Graduate,Married,RM40K - RM60K,Blue,23,5791,2517,2516,64
720769533,Existing Customer,65,M,0,Graduate,Single,RM40K - RM60K,Blue,36,1438.3,682,4427,63
715736283,Existing Customer,55,F,4,Doctorate,Single,Less than RM40K,Blue,44,1912,0,4666,98
768949983,Existing Customer,31,F,2,Unknown,Single,Unknown,Blue,25,3288,2495,4370,83
711253383,Attrited Customer,48,F,2,Unknown,Married,Unknown,Blue,38,4382,0,2446,34
798457833,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40,3595,1087,4534,71
794554683,Attrited Customer,41,F,4,Graduate,Married,Less than RM40K,Blue,26,3159,0,2925,46
789996783,Existing Customer,36,F,3,Uneducated,Unknown,Unknown,Blue,28,5393,2509,4769,102
712220283,Existing Customer,37,M,2,Graduate,Unknown,RM80K - RM120K,Blue,28,12222,0,4215,63
751150233,Existing Customer,43,M,5,Graduate,Single,Less than RM40K,Blue,36,1438.3,0,4459,65
715815783,Existing Customer,46,M,3,Graduate,Married,RM60K - RM80K,Blue,29,3429,0,4591,85
712599783,Existing Customer,39,M,3,Uneducated,Single,RM80K - RM120K,Blue,36,12618,1585,4768,82
719653308,Existing Customer,49,F,3,Uneducated,Married,Less than RM40K,Blue,40,6049,796,4468,71
708928908,Existing Customer,39,F,1,Graduate,Single,Less than RM40K,Blue,23,2533,0,5128,74
709780158,Existing Customer,52,F,1,Graduate,Single,Unknown,Blue,35,2411,1379,4812,79
768675483,Existing Customer,41,M,4,College,Divorced,RM60K - RM80K,Blue,35,2001,0,4455,82
714243408,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36,2042,1359,4917,73
711323283,Attrited Customer,57,M,2,Uneducated,Married,RM60K - RM80K,Blue,41,2527,1030,2767,43
713499408,Existing Customer,49,M,1,Unknown,Married,Less than RM40K,Blue,35,1438.3,0,4109,71
719245983,Existing Customer,46,F,4,Post-Graduate,Married,Unknown,Blue,38,13816,955,4238,73
810789708,Existing Customer,38,F,1,Post-Graduate,Single,Less than RM40K,Blue,33,2256,0,4587,92
710301858,Existing Customer,49,F,5,High School,Married,Unknown,Silver,36,34516,2019,3820,72
718611333,Existing Customer,55,M,3,Post-Graduate,Married,RM80K - RM120K,Blue,36,6400,1979,4475,91
787557258,Existing Customer,52,F,4,Graduate,Married,Unknown,Blue,42,1816,0,4957,78
711533058,Existing Customer,42,F,2,Doctorate,Single,RM40K - RM60K,Blue,29,3347,2240,5533,85
715805133,Existing Customer,52,F,1,High School,Single,Less than RM40K,Blue,43,2705,1581,5532,81
708680583,Existing Customer,53,F,1,Graduate,Married,RM40K - RM60K,Blue,36,2043,1590,4940,68
789454683,Existing Customer,45,F,3,High School,Single,RM40K - RM60K,Blue,36,1912,1281,5046,79
711428733,Existing Customer,50,F,3,Post-Graduate,Divorced,RM40K - RM60K,Blue,39,3028,1339,4144,64
715842183,Existing Customer,42,F,5,High School,Married,Less than RM40K,Blue,35,1514,745,4004,69
815772333,Existing Customer,48,F,2,Unknown,Single,Less than RM40K,Blue,43,1438.3,0,4059,89
778255083,Existing Customer,52,F,1,Uneducated,Married,Less than RM40K,Blue,42,3103,2517,4641,80
715571583,Existing Customer,57,F,2,Doctorate,Divorced,Less than RM40K,Blue,47,2504,1915,4847,86
720711483,Attrited Customer,56,F,1,High School,Married,Unknown,Blue,42,3674,2517,2608,45
827436483,Existing Customer,48,M,1,Graduate,Married,RM80K - RM120K,Blue,44,2916,0,4336,72
710715783,Existing Customer,52,F,1,Uneducated,Single,Less than RM40K,Blue,45,1633,0,4436,75
758367933,Existing Customer,56,M,2,Uneducated,Single,RM80K - RM120K,Blue,49,5466,0,4435,79
721399833,Existing Customer,43,F,2,High School,Married,RM40K - RM60K,Blue,34,2032,1008,4736,86
708727983,Existing Customer,62,M,0,Uneducated,Single,RM60K - RM80K,Blue,36,3933,0,3048,54
802822833,Existing Customer,51,M,3,Uneducated,Unknown,RM80K - RM120K,Blue,45,21328,0,3825,76
713276733,Existing Customer,45,F,4,Graduate,Single,Less than RM40K,Blue,36,3562,2107,4490,90
809440008,Attrited Customer,39,F,2,High School,Single,Unknown,Blue,34,2069,550,2716,43
716959833,Existing Customer,45,M,3,Graduate,Single,RM120K +,Blue,31,3534,0,3973,66
714432108,Existing Customer,56,F,3,Uneducated,Married,RM40K - RM60K,Blue,46,2402,1892,4610,76
772580958,Existing Customer,57,F,2,Uneducated,Married,Unknown,Blue,47,3136,2138,4930,80
715071483,Existing Customer,60,F,1,Uneducated,Divorced,RM40K - RM60K,Blue,52,2802,2517,4392,81
712410858,Existing Customer,50,F,4,Uneducated,Married,Unknown,Blue,40,2315,1336,4143,65
715395933,Existing Customer,44,F,3,College,Unknown,Unknown,Blue,35,11238,2336,5302,70
711237633,Attrited Customer,49,M,0,Graduate,Married,RM60K - RM80K,Blue,29,1460,0,2329,36
781337658,Existing Customer,50,F,1,Graduate,Married,Less than RM40K,Blue,44,2602,1612,5532,85
718913358,Attrited Customer,36,M,2,Graduate,Single,Less than RM40K,Blue,36,4225,2517,2659,43
715784808,Existing Customer,57,F,4,Post-Graduate,Single,RM40K - RM60K,Blue,48,2576,1678,3913,86
718452633,Attrited Customer,35,F,4,Graduate,Married,Unknown,Blue,36,1931,0,2569,46
769883733,Attrited Customer,46,M,3,Post-Graduate,Single,RM40K - RM60K,Blue,40,2344,0,2098,31
709375158,Existing Customer,29,F,1,Unknown,Unknown,Unknown,Blue,36,7270,1835,3759,69
801977733,Existing Customer,40,F,2,High School,Single,Less than RM40K,Blue,34,2395,1437,4481,82
709175208,Existing Customer,50,F,4,Uneducated,Single,Less than RM40K,Blue,43,2835,2292,4686,79
788990508,Existing Customer,62,F,0,Unknown,Single,RM40K - RM60K,Blue,49,1540,796,3714,56
720835308,Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,34,3017,0,4389,72
717365958,Existing Customer,50,F,1,Graduate,Married,Less than RM40K,Blue,36,1438.3,0,4765,71
779577108,Existing Customer,49,F,1,Doctorate,Single,RM40K - RM60K,Blue,32,1438.3,0,4052,65
801497508,Existing Customer,56,F,1,Graduate,Married,Less than RM40K,Blue,50,1584,1311,4203,73
716131083,Existing Customer,47,M,2,Graduate,Single,RM40K - RM60K,Blue,35,2676,2157,4640,69
784734258,Existing Customer,56,F,2,Unknown,Divorced,RM40K - RM60K,Blue,50,5084,1683,4060,55
711122958,Attrited Customer,41,F,3,Graduate,Single,Less than RM40K,Blue,33,1764,0,2105,57
779508333,Existing Customer,63,M,0,Unknown,Unknown,RM60K - RM80K,Blue,46,23925,1494,3677,55
717699408,Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,36,2886,2517,4884,89
720210483,Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,28,6720,2143,5049,85
709329558,Existing Customer,49,F,4,High School,Single,Less than RM40K,Gold,34,15569,1554,4566,73
721222833,Existing Customer,51,F,3,Graduate,Married,RM40K - RM60K,Blue,36,1565,944,4798,73
712682583,Existing Customer,44,M,5,High School,Single,RM60K - RM80K,Blue,35,5947,995,4984,90
710051658,Existing Customer,46,M,3,Graduate,Married,RM60K - RM80K,Blue,37,18821,774,4402,75
708606633,Attrited Customer,56,F,3,Graduate,Married,RM40K - RM60K,Blue,44,1544,0,1902,35
710862258,Existing Customer,41,F,2,Uneducated,Married,Less than RM40K,Blue,36,1755,0,4786,73
720072933,Existing Customer,49,F,4,Graduate,Married,Less than RM40K,Blue,36,1438.3,666,4759,90
757527033,Existing Customer,53,F,2,College,Single,Less than RM40K,Blue,46,2153,0,4628,69
713115483,Attrited Customer,44,F,3,Uneducated,Married,Less than RM40K,Blue,36,1684,0,2275,45
816078708,Existing Customer,45,M,3,Unknown,Single,RM40K - RM60K,Blue,40,5662,1952,4014,61
713985183,Existing Customer,46,F,5,Graduate,Single,Less than RM40K,Blue,38,2799,2412,4634,91
789601308,Existing Customer,58,M,3,Unknown,Married,RM120K +,Blue,52,12398,0,4228,93
720133908,Existing Customer,41,M,2,Post-Graduate,Single,RM40K - RM60K,Blue,27,4461,900,4204,77
803197833,Existing Customer,49,F,1,Post-Graduate,Divorced,RM40K - RM60K,Blue,44,2597,1871,3637,69
812222208,Existing Customer,54,F,3,Uneducated,Single,Unknown,Blue,49,9733,863,5228,71
757634583,Existing Customer,52,F,2,Graduate,Married,Less than RM40K,Blue,45,2261,1127,4456,68
719362458,Existing Customer,47,F,3,High School,Married,Less than RM40K,Blue,36,2822,0,5064,74
789331908,Existing Customer,40,F,3,High School,Unknown,Less than RM40K,Blue,30,8793,918,5342,64
715616358,Existing Customer,53,F,0,Graduate,Married,Unknown,Blue,36,5843,1162,4405,67
711784908,Existing Customer,46,F,4,High School,Single,Less than RM40K,Blue,34,3322,2517,3913,86
806900508,Existing Customer,53,F,1,High School,Married,Less than RM40K,Blue,48,2036,1716,4161,75
710098233,Existing Customer,28,F,0,Unknown,Single,Less than RM40K,Blue,13,2387,0,4513,66
713508333,Existing Customer,43,F,4,College,Unknown,Less than RM40K,Blue,33,1884,1216,4591,85
712176708,Existing Customer,51,F,3,Uneducated,Single,Less than RM40K,Blue,36,3747,2268,4609,87
719724933,Existing Customer,58,F,1,Uneducated,Married,Less than RM40K,Blue,51,2220,1240,4396,78
716537433,Existing Customer,50,F,2,College,Married,RM40K - RM60K,Blue,36,2428,2005,5170,68
713186058,Attrited Customer,42,F,3,Unknown,Married,RM40K - RM60K,Blue,36,1438.3,0,2191,51
787558683,Existing Customer,45,F,4,Post-Graduate,Single,RM40K - RM60K,Blue,35,1850,621,4234,74
718002633,Existing Customer,48,F,2,Graduate,Married,RM40K - RM60K,Silver,41,16002,2076,3667,52
789241308,Attrited Customer,54,F,2,Unknown,Unknown,Less than RM40K,Blue,39,1438.3,0,2145,41
713941158,Existing Customer,47,F,1,High School,Unknown,Less than RM40K,Blue,36,5222,2517,4433,81
808950108,Existing Customer,39,F,2,Graduate,Married,Less than RM40K,Blue,34,1438.3,859,4409,72
719050458,Existing Customer,62,F,0,Unknown,Single,Less than RM40K,Blue,56,2582,1528,4041,67
718021608,Existing Customer,45,F,3,Graduate,Married,RM40K - RM60K,Blue,34,1533,728,4659,83
788870283,Existing Customer,56,F,3,Graduate,Married,Less than RM40K,Blue,41,1438.3,0,3778,72
778272408,Attrited Customer,52,M,1,Unknown,Divorced,RM80K - RM120K,Blue,42,5763,0,2310,48
720079758,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,42,1910,1431,5253,82
787457883,Existing Customer,51,F,0,Unknown,Married,Less than RM40K,Blue,37,1515,996,4324,89
719884983,Existing Customer,52,M,2,Graduate,Single,RM40K - RM60K,Blue,44,1538,666,4808,64
822056583,Existing Customer,44,F,4,Graduate,Single,RM40K - RM60K,Blue,40,1572,874,4996,80
714585033,Existing Customer,41,F,4,Uneducated,Married,Less than RM40K,Blue,36,1438.3,1055,4532,78
713981283,Existing Customer,52,F,3,Graduate,Married,Less than RM40K,Blue,46,2814,2162,4271,88
715328658,Attrited Customer,41,F,5,Post-Graduate,Married,Less than RM40K,Blue,36,1495,0,2622,70
708918558,Attrited Customer,37,F,2,Graduate,Married,RM40K - RM60K,Blue,36,1959,662,3046,52
748194633,Existing Customer,60,F,1,Graduate,Divorced,Less than RM40K,Blue,53,2903,1251,4555,76
719323683,Existing Customer,47,F,3,Uneducated,Single,RM40K - RM60K,Blue,35,4543,1028,4093,77
708611733,Existing Customer,42,F,1,College,Married,Unknown,Blue,33,3119,1328,4659,82
771219033,Existing Customer,42,M,1,Uneducated,Unknown,RM80K - RM120K,Blue,29,17506,1979,4199,73
721480158,Attrited Customer,50,F,2,Unknown,Married,Less than RM40K,Blue,43,1438.3,910,2370,44
708086958,Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,41,3128,749,4369,59
709100283,Attrited Customer,36,F,2,High School,Single,Unknown,Blue,26,5956,2517,2828,46
719350908,Existing Customer,43,M,4,Unknown,Unknown,Less than RM40K,Blue,35,4177,2094,3553,66
714124983,Existing Customer,57,M,2,Unknown,Single,RM80K - RM120K,Blue,48,13457,1044,3303,66
718031508,Existing Customer,45,M,4,College,Divorced,RM80K - RM120K,Blue,37,1535,0,5168,76
709732608,Existing Customer,41,F,3,Graduate,Married,Less than RM40K,Blue,36,3203,2366,4282,82
